ACSSF,2011e5,ma,000,0075,0000322,9146,6046,6017,5300,717,29,3100
ACSSF,2011e5,ma,000,0075,0000323,13240,9175,9175,8511,664,0,4065
ACSSF,2011e5,ma,000,0075,0000324,4392,3235,3225,2932,293,10,1157
ACSSF,2011e5,ma,000,0075,0000325,2316,1573,1573,1475,98,0,743
ACSSF,2011e5,ma,000,0075,0000326,7272,5273,5273,4920,353,0,1999
ACSSF,2011e5,ma,000,0075,0000327,3584,2698,2698,2538,160,0,886
ACSSF,2011e5,ma,000,0075,0000328,3491,2530,2530,2433,97,0,961
ACSSF,2011e5,ma,000,0075,0000329,2714,1830,1830,1743,87,0,884
ACSSF,2011e5,ma,000,0075,0000330,9609,7069,7058,6622,436,11,2540
ACSSF,2011e5,ma,000,0075,0000331,10855,7886,7876,7092,784,10,2969
ACSSF,2011e5,ma,000,0075,0000332,6321,5272,5272,4739,533,0,1049
ACSSF,2011e5,ma,000,0075,0000333,8788,6280,6280,5750,530,0,2508
ACSSF,2011e5,ma,000,0075,0000334,1640,1218,1218,1120,98,0,422
ACSSF,2011e5,ma,000,0075,0000335,32422,21121,21087,18773,2314,34,11301
ACSSF,2011e5,ma,000,0075,0000336,16606,10413,10386,9263,1123,27,6193
ACSSF,2011e5,ma,000,0075,0000337,13228,9789,9741,9114,627,48,3439
