ACSSF,2011e5,ma,000,0071,0000035,1645,94,36,58,1551,638,913,1645,94,0,0,0,0,0,0,94,10,26,0,26,58,1551,99,33,66,14,52,0,1452,206,44,16,28,1202,1645,94,45,49,1551,100,1451,1571,94,1477,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,1556,94,1462,15,0,15,385,36,10,10,0,0,0,0,0,0,0,26,0,0,0,0,0,26,16,0,10,0,349,239,21,39,76,59,17,103,103,0,110,30,0,30,0,0,80,17,23,26,14,46547,15313,48006
ACSSF,2011e5,ma,000,0071,0000036,7702,218,46,172,7484,2691,4793,7702,218,95,4,91,15,76,0,123,12,19,3,16,92,7484,2530,2091,439,101,338,0,4954,3077,223,42,181,1654,7702,218,80,138,7484,180,7304,7490,218,7272,37,0,37,0,0,0,37,0,37,0,0,0,117,0,117,21,0,21,7430,218,7212,145,0,145,5956,126,16,0,0,4,0,4,12,12,0,110,18,0,15,3,0,92,14,46,32,0,5830,5168,755,672,2680,2556,124,1061,1012,49,662,143,8,107,0,28,519,55,265,179,20,82485,22344,83943
ACSSF,2011e5,ma,000,0071,0000037,873,46,6,40,827,400,427,873,46,0,0,0,0,0,0,46,0,0,0,0,46,827,105,94,11,0,11,0,722,264,69,42,27,389,873,46,26,20,827,31,796,842,46,796,0,0,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,842,46,796,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,358,79,90,112,105,7,77,65,12,80,42,7,0,35,0,38,0,19,19,0,71964,12000,82946
ACSSF,2011e5,ma,000,0071,0000038,1621,134,67,67,1487,993,494,1621,134,56,12,44,0,44,0,78,11,0,0,0,67,1487,82,43,39,0,39,0,1405,563,67,0,67,775,1621,134,44,90,1487,129,1358,1588,117,1471,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,17,17,0,1588,117,1471,0,0,0,779,67,23,0,12,0,0,0,11,11,0,44,0,0,0,0,0,44,0,44,0,0,712,606,147,130,305,288,17,24,24,0,106,0,0,0,0,0,106,0,38,68,0,59234,24018,65625
ACSSF,2011e5,ma,000,0071,0000039,11825,699,154,545,11126,6056,5070,11825,699,339,99,240,0,240,0,360,10,67,14,53,283,11126,1784,1150,634,128,506,0,9342,3982,600,231,369,4760,11825,699,325,374,11126,726,10400,11414,671,10743,121,0,121,0,0,0,60,0,60,0,0,0,72,16,56,158,12,146,11266,671,10595,191,0,191,6782,416,109,10,31,57,57,0,11,11,0,307,14,0,14,0,0,293,55,223,15,0,6366,5132,1556,863,2173,2090,83,540,527,13,1234,359,38,113,92,116,875,125,379,261,110,50228,15430,52612
ACSSF,2011e5,ma,000,0071,0000040,3770,682,167,515,3088,1205,1883,3770,682,283,39,244,48,196,0,399,59,69,0,69,271,3088,826,495,331,61,270,0,2262,796,253,77,176,1213,3770,682,303,379,3088,221,2867,3715,674,3041,23,0,23,9,0,9,15,0,15,0,0,0,0,0,0,8,8,0,3650,674,2976,73,0,73,2286,411,98,37,23,27,27,0,11,11,0,313,48,12,19,17,0,265,123,120,22,0,1875,1291,241,310,545,532,13,195,195,0,584,138,8,58,58,14,446,5,261,126,54,39080,18259,43148
ACSSF,2011e5,ma,000,0071,0000041,232,0,0,0,232,151,81,232,0,0,0,0,0,0,0,0,0,0,0,0,0,232,42,38,4,0,4,0,190,97,10,0,10,83,232,0,0,0,232,13,219,230,0,230,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,230,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,135,35,31,56,56,0,13,13,0,14,0,0,0,0,0,14,0,2,6,6,85833,.,85833
ACSSF,2011e5,ma,000,0071,0000042,790,33,19,14,757,368,389,790,33,3,3,0,0,0,0,30,11,0,0,0,19,757,171,126,37,4,33,8,586,218,59,8,51,309,790,33,3,30,757,108,649,773,33,740,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,6,0,6,769,33,736,4,0,4,454,14,14,0,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,344,52,102,160,160,0,30,30,0,96,12,4,8,0,0,84,32,10,38,4,41852,14671,43109
ACSSF,2011e5,ma,000,0071,0000043,1408,59,0,59,1349,597,752,1408,59,51,31,20,0,20,0,8,8,0,0,0,0,1349,260,240,20,0,20,0,1089,488,28,9,19,573,1408,59,45,14,1349,95,1254,1408,59,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,59,1337,12,0,12,835,59,39,0,31,0,0,0,8,8,0,20,0,0,0,0,0,20,0,20,0,0,776,728,78,92,417,393,24,141,133,8,48,9,0,0,9,0,39,0,39,0,0,56597,12150,57873
ACSSF,2011e5,ma,000,0071,0000044,727,24,6,18,703,335,368,727,24,4,4,0,0,0,0,20,0,0,0,0,20,703,204,177,27,0,27,0,499,268,33,13,20,198,727,24,3,21,703,23,680,722,24,698,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,718,24,694,4,0,4,509,4,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,445,69,114,208,199,9,54,54,0,60,13,3,7,3,0,47,3,8,36,0,54095,33000,54957
