ACSSF,2011e5,ma,000,0012,0000062,272,56,43,43,0,43,0,0,0,0,0,0,13,13,0,13,0,0,0,216,199,187,12,191,0,0,0,8,0,8,17,17,0,17,0,0,0,272,8,0,0,0,0,8,8,0,30,17,17,0,0,13,13,0,234,225,217,0,8,9,9,0,1671,1595,76
ACSSF,2011e5,ma,000,0012,0000063,187,52,42,42,0,41,0,0,0,1,1,0,10,10,0,10,0,0,0,135,104,101,3,103,0,0,0,1,1,0,31,31,0,30,1,1,0,187,6,6,6,0,0,0,0,0,3,0,0,0,0,3,3,0,178,140,138,0,2,38,37,1,985,945,40
ACSSF,2011e5,ma,000,0012,0000064,127,28,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,99,60,60,0,60,0,0,0,0,0,0,39,39,0,39,0,0,0,127,8,6,6,0,0,2,2,0,14,14,14,0,0,0,0,0,105,68,68,0,0,37,37,0,706,685,21
ACSSF,2011e5,ma,000,0012,0000065,613,74,33,33,0,33,0,0,0,0,0,0,41,41,0,41,0,0,0,539,405,405,0,389,0,0,0,16,16,0,134,134,0,134,0,0,0,613,11,0,0,0,0,11,11,0,164,71,71,0,0,93,93,0,438,367,351,0,16,71,71,0,3255,3101,154
ACSSF,2011e5,ma,000,0012,0000066,310,127,56,56,0,45,0,0,0,11,11,0,71,71,0,71,0,0,0,183,140,140,0,91,0,0,0,49,49,0,43,43,0,43,0,0,0,310,13,13,13,0,0,0,0,0,48,0,0,0,0,48,48,0,249,183,123,0,60,66,66,0,1755,1642,113
ACSSF,2011e5,ma,000,0012,0000067,34,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,26,0,18,0,0,0,8,8,0,7,0,7,0,7,0,7,34,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,27,27,19,0,8,0,0,0,358,332,26
ACSSF,2011e5,ma,000,0012,0000068,80,30,24,24,0,24,0,0,0,0,0,0,6,6,0,6,0,0,0,50,45,40,5,40,5,0,5,0,0,0,5,5,0,5,0,0,0,80,0,0,0,0,0,0,0,0,9,4,4,0,0,5,5,0,71,65,60,5,0,6,6,0,583,562,21
ACSSF,2011e5,ma,000,0012,0000069,248,49,42,42,0,37,0,0,0,5,5,0,7,7,0,7,0,0,0,199,139,137,2,132,0,0,0,7,7,0,60,60,0,60,0,0,0,248,6,0,0,0,0,6,6,0,27,19,14,0,5,8,8,0,215,162,155,0,7,53,53,0,1573,1516,57
ACSSF,2011e5,ma,000,0012,0000070,1272,329,268,268,0,244,0,0,0,24,24,0,61,61,0,61,0,0,0,943,740,738,2,686,17,17,0,37,37,0,203,203,0,203,0,0,0,1272,80,0,0,0,0,80,80,0,102,46,46,0,0,56,56,0,1090,962,884,17,61,128,128,0,7828,7393,435
ACSSF,2011e5,ma,000,0012,0000071,198,25,22,22,0,22,0,0,0,0,0,0,3,3,0,3,0,0,0,173,146,146,0,146,0,0,0,0,0,0,27,27,0,27,0,0,0,198,0,0,0,0,0,0,0,0,68,41,41,0,0,27,27,0,130,127,127,0,0,3,3,0,902,893,9
