ACSSF,2011e5,ma,000,0042,0000184,1060,747,32,71,131,513,313,27920,19320,364,1004,507,17445,8600,2242,1610,46,185,111,1268,632
ACSSF,2011e5,ma,000,0042,0000185,264,74,15,49,10,0,190,13112,3587,519,1363,913,792,9525,344,127,80,13,0,34,217
ACSSF,2011e5,ma,000,0042,0000186,3,3,0,0,1,2,0,1019,183,21,74,56,32,836,13,0,0,0,0,0,13
ACSSF,2011e5,ma,000,0042,0000187,17,11,0,0,11,0,6,957,187,25,68,77,17,770,19,19,0,3,16,0,0
ACSSF,2011e5,ma,000,0042,0000188,292,104,21,50,33,0,188,13997,2927,247,1179,531,970,11070,315,143,13,81,49,0,172
ACSSF,2011e5,ma,000,0042,0000189,28,14,0,14,0,0,14,1002,237,35,64,83,55,765,30,14,4,6,4,0,16
ACSSF,2011e5,ma,000,0042,0000190,147,99,39,42,18,0,48,5684,1272,218,532,222,300,4412,222,86,26,42,18,0,136
ACSSF,2011e5,ma,000,0042,0000191,61,32,0,10,11,11,29,4748,1117,168,355,212,382,3631,85,7,0,0,7,0,78
ACSSF,2011e5,ma,000,0042,0000192,39,28,0,17,0,11,11,3061,577,78,262,129,108,2484,53,8,0,0,0,8,45
ACSSF,2011e5,ma,000,0042,0000193,99,43,10,24,0,9,56,1999,502,34,227,112,129,1497,46,21,0,0,0,21,25
ACSSF,2011e5,ma,000,0042,0000194,0,0,0,0,0,0,0,417,78,0,22,39,17,339,0,0,0,0,0,0,0
ACSSF,2011e5,ma,000,0042,0000195,856,593,118,222,73,180,263,23242,6648,499,1591,938,3620,16594,2153,666,71,206,101,288,1487
ACSSF,2011e5,ma,000,0042,0000196,13,3,0,3,0,0,10,1144,219,19,58,94,48,925,44,30,0,11,9,10,14
ACSSF,2011e5,ma,000,0042,0000197,12,5,0,5,0,0,7,541,86,1,33,30,22,455,20,6,0,0,6,0,14
ACSSF,2011e5,ma,000,0042,0000198,93,40,0,28,12,0,53,5209,1293,95,690,213,295,3916,342,163,0,98,65,0,179
ACSSF,2011e5,ma,000,0042,0000199,209,152,13,44,14,81,57,15246,4642,373,1129,635,2505,10604,688,443,19,218,15,191,245
ACSSF,2011e5,ma,000,0042,0000200,48,20,0,11,9,0,28,9104,2074,388,828,453,405,7030,276,120,44,32,44,0,156
